O.Corte;Fecha;Articulo;Programado;Cortado;Entrega;Saldo;Corte;;;;Taller;;;;Taller Ext;;;;Limpiado;;  ;;Lavander;;;;Terminacion;;;;Muestras
00961185;04/12/2025;01420400  ;00004;000004; 000000; 000004;04/12/2025;04/12/2025;0;1;04/12/2025;10/12/2025;0;7;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;10/12/2025;  /  /    ;4;7;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;15;
00961186;04/12/2025;01422400  ;00004;000004; 000000; 000004;04/12/2025;04/12/2025;0;1;04/12/2025;09/12/2025;0;6;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;09/12/2025;  /  /    ;4;6;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;13;
00961187;04/12/2025;01420800  ;00004;000004; 000000; 000004;04/12/2025;04/12/2025;0;1;04/12/2025;09/12/2025;0;6;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;09/12/2025;  /  /    ;4;6;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;13;
00961188;04/12/2025;01420900  ;00001;000001; 000000; 000001;04/12/2025;04/12/2025;0;1;04/12/2025;10/12/2025;0;7;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;10/12/2025;  /  /    ;1;7;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;15;
00961189;04/12/2025;01421200  ;00004;000004; 000000; 000004;04/12/2025;04/12/2025;0;1;04/12/2025;12/12/2025;0;9;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;12/12/2025;  /  /    ;4;9;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;19;
00961190;04/12/2025;01421400  ;00004;000004; 000000; 000004;04/12/2025;04/12/2025;0;1;04/12/2025;10/12/2025;0;7;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;10/12/2025;  /  /    ;4;7;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;15;
00961191;04/12/2025;01421500  ;00004;000004; 000000; 000004;04/12/2025;04/12/2025;0;1;04/12/2025;  /  /    ;4;1;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;2;
00961192;04/12/2025;01421700  ;00004;000004; 000000; 000004;04/12/2025;04/12/2025;0;1;04/12/2025;11/12/2025;0;8;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;11/12/2025;  /  /    ;4;8;  /  /    ;  /  /    ;0;0;  /  /    ;  /  /    ;0;0;17;
00011529;05/12/2025;01410800  ;00225;000162; 000162; 000000;09/12/2025;10/12/2025;0;2;10/12/2025;09/01/2026;0;31;10/12/2025;29/12/2025;0;20;09/01/2026;12/01/2025;0;1;12/01/2025;15/01/2026;0;1;15/01/2026;02/02/2026;0;19;  /  /    ;  /  /    ;0;0;74;
00011530;09/12/2025;01418500  ;00138;000138; 000138; 000000;12/12/2025;16/12/2025;0;5;16/12/2025;22/12/2025;0;7;  /  /    ;  /  /    ;0;0;22/12/2025;24/12/2025;0;3;24/12/2025;30/12/2025;0;7;23/12/2025;02/01/2026;0;11;  /  /    ;  /  /    ;0;0;33;
