ARTICULO;CORTE;FECHA;T.PRODUC;M1;PROGRAMA;PROCESO;BODEGA;SALDO;CORTE;TALLER;T.EXTERNO;LIMPIADO;LAVANDERIA;TERMINACION;MUESTRA;SEGUNDA;TALLER
01417700  ;00961160;05/11/2025;MUESTRAS;;0000000;000004;000004; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01417700  ;00011527;03/12/2025;PRODUCC;;0000000;000208;000186; 00022; 000000; 000000; 000000; 000000; 000000; 000022; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01417800  ;00961159;05/11/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01418500  ;00011530;09/12/2025;PRODUCC;;0000000;000138;000138; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01418800  ;00011534;10/12/2025;PRODUCC;;0000000;000150;000150; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01418900  ;00961166;11/11/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
01418900  ;00011509;19/11/2025;PRODUCC;;0000000;000602;000598; 00004; 000000; 000000; 000000; 000000; 000000; 000004; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
03411700  ;00961057;01/09/2025;MUESTRAS;;0000000;000001;000001; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
03411700  ;00961111;03/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
03414600  ;00961127;10/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
03416100  ;00961118;07/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000001; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
03416100  ;00961117;07/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000001; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
05411900  ;00961028;12/08/2025;MUESTRAS;;0000000;000001;000000; 00001; 000001; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
05411900  ;00961098;26/09/2025;SET;;0000000;000004;000000; 00004; 000000; 000004; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
05411900  ;00011517;26/11/2025;PRODUCC;;0000000;000108;000108; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
05412600  ;00961037;19/08/2025;PRODUCC;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000000; 000001; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
05412600  ;00961062;02/09/2025;PRODUCC;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000000; 000001; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
05415300  ;00961093;23/09/2025;MUESTRAS;;0000001;000000;000000; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
05417100  ;00961143;16/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000001; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
05417100  ;00961167;11/11/2025;SET;;0000000;000008;000008; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
05417100  ;00011515;26/11/2025;PRODUCC;;0000000;000250;000250; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
05417400  ;00961145;20/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000001; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
05417400  ;00961168;11/11/2025;SET;;0000000;000008;000000; 00008; 000000; 000000; 000000; 000000; 000000; 000008; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
05417900  ;00961163;06/11/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
05417900  ;00011524;28/11/2025;PRODUCC;;0000000;000050;000050; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
05419200  ;00011516;26/11/2025;PRODUCC;;0000000;000070;000070; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
06410400  ;00961097;26/09/2025;MUESTRAS;;0000000;000004;000004; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
06415200  ;00961089;22/09/2025;PRODUCC;;0000000;000001;000000; 00001; 000001; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
06415200  ;00961137;15/10/2025;MUESTRAS;;0000000;000001;000001; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
06415200  ;00961138;15/10/2025;MUESTRAS;;0000000;000001;000001; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
10410100  ;00961005;21/07/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
10410100  ;00961067;09/09/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
10410100  ;00961112;03/10/2025;SET;;0000004;000000;000000; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
10410400  ;00961012;28/07/2025;PRODUCC;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
10410400  ;00961068;09/09/2025;MUESTRAS;;0000000;000000;000001;-00001; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
10412300  ;00961033;14/08/2025;MUESTRAS;;0000000;000001;000001; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
10412300  ;00961077;13/09/2025;PRODUCC;;0000000;000001;000000; 00001; 000001; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
10412300  ;00961099;26/09/2025;SET;;0000000;000004;000004; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
10412300  ;00011511;20/11/2025;PRODUCC;;0000000;000114;000114; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
11410500  ;00961013;31/07/2025;PRODUCC;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
11410500  ;00961046;25/08/2025;MUESTRAS;;0000000;000001;000001; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
11410500  ;00961105;30/09/2025;SET;;0000000;000004;000004; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
11410500  ;00961173;13/11/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
11410500  ;00011523;28/11/2025;PRODUCC;;0000000;000152;000152; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
11417200  ;00961144;16/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000001; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
11417300  ;00961146;21/10/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
11418000  ;00011525;28/11/2025;PRODUCC;;0000000;000246;000246; 00000; 000000; 000000; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
11419000  ;00961170;11/11/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
13412000  ;00961032;14/08/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000001; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
13412000  ;00961052;26/08/2025;PRODUCC;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000000; 000001; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
13412000  ;00961078;13/09/2025;MUESTRAS;;0000000;000001;000000; 00001; 000000; 000000; 000000; 000000; 000000; 000001; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
13412000  ;00961101;26/09/2025;SET;;0000000;000005;000000; 00005; 000000; 000005; 000000; 000000; 000000; 000000; 000000;000000;MANUFACTURAS TIERRA DEL FUEGO LTDA.               
